status,url_length,digits_len,num_subdomains,domain_length,path_length,uses_https,count_hyphens,count_at,count_dots,suspicious_words,special_char_count,shannon_entropy
1,39,1,2,14,18,0,0,0,4,0,9,4.079772731460867
0,24,0,1,16,1,0,0,0,2,0,6,3.6572682296173897
1,76,0,1,15,54,0,1,0,2,3,14,4.084814976093489
1,24,2,0,10,7,0,0,0,1,0,6,3.6572682296173897
1,60,0,1,22,31,0,1,0,3,1,11,4.318820387022781
1,128,24,3,50,20,1,1,0,4,3,19,4.883107547607523
1,37,8,1,25,5,0,0,0,2,0,7,4.270132081786695
1,44,1,0,21,16,0,0,0,1,1,7,4.144106550888951
1,33,0,1,26,0,0,0,0,2,0,5,3.9912157102019847
0,51,2,0,10,33,1,1,0,1,0,9,4.444401999165797
0,72,6,1,23,42,0,4,0,2,0,11,4.559756120999298
1,53,0,1,20,25,1,6,0,3,0,23,4.273983661620526
0,85,5,1,17,60,1,0,0,3,0,15,4.3453681785350655
0,22,0,1,14,1,0,0,0,2,0,6,3.663532754804254
1,104,15,0,6,9,1,1,0,4,0,23,4.879781763157133
1,36,0,1,19,10,0,0,0,2,0,8,4.048688113203415
1,67,4,0,15,45,0,2,0,2,0,12,4.25019735578989
1,40,0,1,31,1,1,1,0,2,0,7,4.196439344671015
0,27,0,1,18,1,1,0,0,2,0,6,3.782122224145306
1,33,0,1,25,0,1,1,0,2,0,6,4.165013816065913
0,17,0,1,9,1,0,0,0,2,0,6,3.0130709291038453
1,33,0,0,12,14,0,0,0,1,0,7,3.96531410498158
0,65,8,0,15,42,1,3,0,1,0,12,4.356908683974131
1,27,0,1,15,5,0,0,0,2,0,7,3.7639657428240816
1,69,0,1,24,38,0,0,0,3,0,10,4.122915950574752
0,44,0,1,26,11,0,0,0,2,0,8,4.096382335659181
0,20,0,1,12,1,0,0,0,2,0,6,3.446439344671015
1,62,1,1,15,36,0,1,0,3,0,13,4.431557149194809
1,396,19,2,14,10,0,0,1,24,0,89,4.717994488207407
1,36,2,1,29,0,0,1,0,2,0,6,4.2390979179887855
1,189,37,5,51,63,0,1,0,6,2,24,4.951359051663897
1,26,0,1,18,1,0,1,0,2,0,7,3.8252517372886503
0,64,0,1,23,34,0,2,0,2,0,10,4.158617633875558
1,127,24,3,50,20,0,1,0,4,3,19,4.782233897566515
0,96,6,1,21,67,1,7,0,2,0,16,4.4138023010255125
1,42,2,0,12,23,0,0,0,2,0,8,4.130562221357547
1,49,4,1,28,14,0,0,0,3,0,7,4.030041670814299
1,43,0,1,35,1,0,0,0,2,0,6,3.695884011526128
0,87,6,1,14,66,0,7,0,2,0,14,4.5298584749455815
0,56,0,1,21,27,1,2,0,3,0,9,4.260119155734494
0,23,0,1,14,1,1,0,0,2,0,6,3.708132064658602
1,51,4,1,24,1,1,1,0,2,0,9,4.58399838110234
1,67,3,1,22,37,1,0,0,3,0,9,4.3272310790545205
1,75,1,2,23,44,1,2,0,5,0,14,4.322366699272793
0,30,0,1,21,1,1,0,0,2,0,6,3.9898980954642873
0,24,0,1,15,1,1,0,0,2,0,6,3.8553885422075345
1,22,2,0,7,7,1,0,0,1,0,5,3.845350936622435
1,51,5,1,18,25,1,0,0,2,0,11,4.358316518272402
1,17,0,1,10,0,0,0,0,2,0,5,3.4992275471326932
0,48,0,1,15,26,0,3,0,2,0,10,4.16540071973329
0,54,1,1,35,12,0,0,0,2,0,7,4.438339651611602
0,23,0,1,15,1,0,0,0,2,0,6,3.849223912390625
0,52,0,1,23,22,0,0,0,3,0,9,4.033689055389993
0,56,0,1,15,34,0,5,0,2,0,13,4.296119377716701
0,55,0,1,16,31,1,0,0,2,0,13,4.433378522844338
0,35,0,1,19,9,0,0,0,2,0,7,4.071581588126284
1,31,0,0,12,11,1,0,0,2,0,6,3.9779168746936358
0,45,0,1,16,21,1,0,0,2,0,8,4.146756984930101
0,63,0,1,21,34,1,5,0,2,0,13,4.443893273751856
1,60,0,2,21,31,1,1,0,3,0,11,4.446078254079442
1,32,0,0,23,1,1,0,0,1,0,5,3.7386085007312415
1,66,17,1,13,46,0,5,0,3,0,16,4.400793181251561
1,39,0,1,30,1,1,0,0,2,0,6,4.297470808272997
0,80,4,2,27,45,1,2,0,4,0,12,4.369790715519554
1,48,10,2,23,7,0,0,0,3,0,11,4.215199876515856
0,41,0,1,32,1,1,0,0,2,0,6,4.073913212347579
1,33,9,2,25,1,0,0,0,3,0,7,4.248495255525412
0,64,0,1,22,35,0,0,0,3,0,10,4.089178456835347
1,105,5,2,17,81,0,1,0,3,1,15,4.6311654895831715
1,39,0,1,19,12,1,0,0,2,0,8,3.9040098347359096
0,37,1,1,17,13,0,0,0,3,0,8,4.121219243831913
0,79,7,1,21,51,0,2,0,3,0,12,4.400061648481551
0,32,0,1,23,1,1,0,0,2,0,6,3.9292292966721747
1,23,0,1,16,0,0,0,0,2,0,5,3.8820451081368628
1,68,0,2,28,10,1,0,1,5,1,12,4.338788349771154
1,76,2,3,60,1,0,4,0,4,1,14,4.673601980657473
0,97,1,1,21,68,1,9,0,2,0,17,4.391488455362044
1,30,0,0,23,0,0,1,0,1,0,5,4.047742678581273
1,127,19,3,50,20,0,1,0,4,3,19,4.763527505929817
1,49,0,1,28,0,1,1,0,2,0,9,4.226627957768198
1,50,1,1,25,18,0,0,0,3,1,9,4.240240000427043
1,81,17,1,27,47,0,0,0,2,0,8,4.787200393096254
1,58,0,0,18,33,0,0,0,1,0,9,4.135336115847659
0,24,0,1,15,1,1,0,0,2,0,6,3.772055208874201
1,75,2,1,14,54,0,0,0,2,0,13,4.24524327755577
0,41,7,1,13,21,0,1,0,3,0,9,4.473048041045146
0,65,1,2,21,37,0,0,0,4,0,11,4.296906614283515
1,69,0,3,38,24,0,3,0,5,0,14,4.067799819814767
0,107,2,2,18,6,1,0,0,3,0,19,4.650601478609388
1,30,0,0,11,12,0,0,0,2,0,6,3.831401845392172
1,77,0,1,18,52,0,2,0,2,2,13,4.47096925530743
0,56,0,1,16,32,1,0,0,2,0,10,4.394508217079681
0,37,0,1,14,15,1,0,0,2,0,8,4.357837824971467
0,97,0,1,16,73,1,4,0,3,0,13,4.285379988815355
0,44,0,1,19,18,0,1,0,2,0,8,3.9994581877844
0,31,0,1,22,1,1,2,0,2,0,8,4.106949132758152
0,30,0,1,22,1,0,0,0,2,0,6,3.923231428797621
1,72,8,3,45,1,1,4,1,5,0,15,4.537660508766316
0,74,0,1,15,51,1,1,0,3,0,12,4.217909326881724
0,21,0,1,12,1,1,0,0,2,0,6,3.5225715891363594
1,128,16,3,50,20,1,1,0,4,3,19,4.700430099623514
0,54,0,1,18,29,0,2,0,3,0,10,4.094725641205237
0,65,2,1,20,38,0,1,0,3,0,11,4.4079724750354154
0,31,0,1,22,1,1,0,0,2,0,6,4.106949132758152
1,39,0,1,18,13,1,1,0,2,0,7,4.1949067057088945
1,37,0,1,29,1,0,1,0,2,0,7,3.800292136239285
0,79,5,1,26,46,0,3,0,3,0,10,4.576420186090041
0,23,0,2,15,0,1,0,0,3,0,6,3.729446194905257
0,48,0,1,18,23,0,0,0,2,0,8,3.923533209849189
1,59,4,0,21,31,0,0,0,2,1,12,4.4904571936428965
1,51,0,0,10,34,0,1,0,2,0,11,3.92416535258463
1,128,14,3,50,20,1,1,0,4,3,19,4.681935787598053
0,41,0,1,13,21,0,0,0,3,0,8,4.210733711724087
1,49,6,0,12,6,0,0,0,1,0,9,4.459012079154173
0,80,8,1,17,56,0,5,0,2,0,16,4.4516417331025915
1,38,0,0,19,11,1,1,0,1,1,6,4.076103170996722
0,26,0,1,17,1,1,1,0,2,0,7,3.9500637564362093
1,42,0,1,13,22,0,7,0,3,0,23,3.9297954712258907
1,92,11,1,23,61,1,1,0,3,0,15,4.870158326291202
1,143,6,1,64,1,0,0,0,3,0,17,5.316942030313344
1,45,1,1,38,0,0,0,0,2,0,5,4.180307540581811
1,136,48,1,31,4,1,0,0,2,0,8,4.933411001949039
0,69,0,1,36,26,0,4,0,3,0,11,4.269251044885638
1,35,3,1,27,1,0,1,0,2,0,7,4.264578373902381
0,81,0,1,17,57,0,5,0,3,0,13,4.246913309768391
0,45,0,1,16,21,1,0,0,2,0,8,4.214432130654918
1,34,0,1,26,1,0,4,0,2,1,10,4.219528282299547
1,30,0,1,13,9,1,0,0,2,0,7,3.73624341298306
1,30,11,2,14,9,0,0,0,3,0,9,3.552584246172162
0,46,0,1,17,22,0,2,0,2,0,9,4.354552444952288
1,51,4,0,17,27,0,0,0,2,0,8,4.287539254067758
0,64,0,1,19,38,0,1,0,3,0,10,4.355337797403417
0,27,0,0,19,1,0,0,0,1,0,5,4.032303242743954
0,65,6,1,15,43,0,0,0,3,0,11,4.479588198605471
1,41,0,1,34,0,0,0,0,2,0,5,4.1291488832375896
1,55,0,1,13,35,0,0,0,3,0,11,4.198894941894525
0,25,0,1,17,1,0,0,0,2,0,6,3.6430741894285688
0,26,0,1,17,1,1,0,0,2,0,6,3.661226256269789
0,18,3,1,10,1,0,0,0,2,0,6,3.30827083453526
0,27,4,0,14,6,0,0,0,1,0,6,3.8100810205217313
1,29,1,1,20,1,1,0,0,2,0,6,4.1162646156680225
0,28,0,1,20,1,0,0,0,2,0,6,3.7979026896829473
1,100,29,3,43,50,0,4,0,4,0,14,4.732110910503975
0,78,5,1,23,47,1,4,0,2,0,12,4.434404828542439
0,27,0,1,19,1,0,0,0,2,0,6,3.6023165585055525
0,47,0,1,20,19,1,0,0,3,0,9,3.967283342440876
0,25,0,1,17,1,0,0,0,2,0,6,3.703465189601646
0,66,5,1,20,39,0,7,0,3,0,15,4.487650658991727
0,40,0,1,14,18,1,1,0,3,0,8,4.0061983328100945
1,34,4,1,26,0,1,0,0,2,0,5,4.17512313511346
0,64,0,1,19,38,0,0,0,2,0,11,4.3728286642591
0,81,7,1,12,62,0,0,0,4,0,15,4.469514053209206
1,64,0,0,21,36,0,1,0,2,0,10,4.353123587245975
1,33,0,0,16,10,0,0,0,1,0,6,3.930609649595924
1,128,22,4,54,19,0,1,0,5,3,19,4.806450396222248
0,25,2,1,16,1,1,0,0,2,0,6,3.6128786893420304
1,113,32,13,87,19,0,0,0,14,0,19,4.593144149983432
1,54,9,1,11,35,1,0,0,2,0,7,4.564801159450684
1,85,31,2,18,60,0,0,0,4,0,9,4.759826237213414
1,155,22,5,47,8,1,1,0,7,1,26,5.353148239071945
0,41,0,1,18,15,1,0,0,2,0,7,4.387443772646929
1,145,15,1,25,113,0,1,0,4,0,18,5.005039728233954
1,33,9,2,25,1,0,0,0,3,0,7,4.369707376737533
0,49,0,1,25,17,0,0,0,2,0,7,4.14163209988288
0,41,7,2,16,18,0,0,0,3,0,8,4.375487065435391
1,66,7,0,15,43,1,0,0,1,0,10,4.646202074850972
1,213,92,1,18,22,0,1,0,3,2,19,4.785777155259652
1,119,10,3,42,20,0,0,0,4,3,18,4.666419808712834
1,183,47,0,15,17,0,1,0,6,1,24,5.387087013902383
1,35,0,1,27,1,0,0,0,2,0,6,4.1934290883117225
1,70,21,1,29,34,0,0,0,2,0,7,4.561445788918473
1,100,0,1,38,55,0,7,0,2,4,14,4.216622160287628
0,27,0,1,16,4,0,0,0,2,0,7,3.661932872373583
1,275,62,1,25,29,0,1,0,15,0,50,4.993859065221182
0,34,1,1,27,0,0,0,0,2,0,5,4.101881223476018
1,19,0,1,11,1,0,0,0,2,0,6,3.326360407952694
1,66,21,1,26,33,0,1,0,2,0,7,5.002060975124043
1,260,33,1,27,18,0,0,0,3,0,14,5.113399678941509
0,23,0,0,16,0,0,0,0,1,0,4,3.7950885863977324
0,55,1,2,12,36,0,0,0,4,0,11,4.162531305530888
1,38,0,2,29,1,1,1,0,3,0,8,4.115834092163221
0,141,0,1,16,118,0,10,0,3,0,22,4.331761080392511
0,26,0,1,17,1,1,0,0,2,0,6,3.613337314045307
0,46,1,1,13,25,1,2,0,2,0,10,4.072930304900479
0,86,0,1,21,58,0,7,0,2,0,15,4.105370425462037
1,124,24,4,46,20,1,0,0,5,3,19,4.82562627895475
1,72,21,1,18,47,0,0,0,2,0,9,4.709390063996874
0,54,2,1,16,31,0,0,0,3,0,10,4.291265975503148
1,249,40,1,37,129,1,15,0,2,0,32,5.44614331022656
1,42,0,1,19,16,0,0,0,3,0,9,4.079950387570099
1,38,2,0,9,22,0,0,0,1,0,6,4.504120605378049
1,41,0,0,18,16,0,0,0,3,0,8,4.122693700152458
1,32,1,1,20,5,0,0,0,2,0,7,4.077819531114783
0,50,0,1,22,21,0,1,0,2,0,8,4.081076880026371
0,29,0,1,21,1,0,0,0,2,0,6,3.7623107361338706
1,1386,269,1,15,36,0,11,0,13,6,105,5.836790370155625
0,58,0,1,11,40,0,0,0,3,0,11,4.358089297546693
1,39,0,0,13,19,0,1,0,2,0,9,3.994004065616087
0,92,4,1,14,25,1,0,0,3,0,14,4.925804146712547
1,93,3,1,34,52,0,1,0,3,1,15,4.588027597510517
1,47,0,0,19,14,1,1,0,1,1,9,4.149992842507349
1,76,9,3,50,19,0,1,0,4,2,10,4.533708106371297
0,44,7,1,14,23,0,0,0,3,0,9,4.399677289476145
0,20,0,1,11,1,1,0,0,2,0,6,3.346439344671015
0,19,0,0,12,0,0,0,0,1,0,4,3.826874881864636
1,38,0,1,31,0,0,0,0,2,0,5,4.102933434382349
1,199,39,1,13,44,1,11,0,5,0,33,4.761466735247213
1,31,6,1,18,6,0,0,0,2,0,6,4.324848729602135
0,26,0,1,14,5,0,0,0,2,0,7,3.7773627950641684
0,45,0,1,25,13,0,0,0,2,0,7,4.199876085498172
0,24,0,1,15,1,1,0,0,2,0,6,3.8239348962840563
0,68,0,1,17,44,0,0,0,3,0,11,4.353546255324836
0,58,0,1,19,32,0,4,0,2,0,11,4.366096081110662
0,31,0,1,22,1,1,0,0,2,0,6,3.937751955408586
1,148,9,1,42,91,1,2,0,2,0,18,5.081533965867922
1,181,23,0,28,66,0,1,1,3,0,21,4.950994740393933
0,40,0,1,16,16,1,0,0,2,0,7,4.453055907333275
1,59,0,2,25,27,0,0,0,4,1,11,4.261477956281424
0,79,8,1,18,53,1,1,0,4,0,16,4.7525739450886935
1,39,0,1,22,10,0,0,0,3,1,7,4.143624654426843
1,30,6,1,22,1,0,0,0,2,0,6,3.7777471629109445
1,29,13,2,15,7,0,0,0,3,0,7,3.9523029776623857
1,81,22,1,27,47,0,0,0,2,0,8,4.770310694895628
0,68,0,1,28,33,0,5,0,3,0,12,4.300359260769873
0,29,0,1,20,1,1,0,0,2,0,6,3.7883413396567494
0,20,0,1,11,1,1,0,0,2,0,6,3.4464393446710146
0,38,0,1,29,1,1,0,0,2,0,6,3.8205898566665453
1,61,17,1,20,34,0,0,0,2,0,7,4.86050434551134
1,81,1,1,14,20,0,0,0,5,0,19,4.130422679111848
1,45,2,1,21,17,0,0,0,2,0,7,4.144537752260993
1,49,0,1,23,19,0,0,0,2,0,9,4.200746323397977
1,127,20,3,50,19,1,1,0,4,3,18,4.820097167701741
1,32,6,0,14,11,0,0,0,1,0,6,4.0
0,24,0,1,15,1,1,0,0,2,0,6,3.7201755214643453
0,40,0,1,22,11,0,0,0,2,0,6,3.915957320949174
0,58,1,2,13,38,0,0,0,3,0,12,4.2348953832755445
1,210,76,0,13,23,1,0,0,2,1,17,4.6729212403184945
1,47,2,1,14,26,0,0,0,2,0,9,4.197685925915566
0,34,0,1,14,13,0,1,0,2,0,8,4.160704752887782
0,20,0,0,13,0,0,0,0,1,0,4,3.6841837197791887
1,52,10,1,16,29,0,1,0,2,0,9,4.611416824235502
0,59,0,1,18,34,0,4,0,2,0,11,3.9639928887510285
1,29,0,1,10,12,0,0,0,2,0,9,3.7714370294611266
1,53,9,3,28,18,0,1,0,5,0,11,4.280202417710358
0,48,6,1,20,20,1,0,0,3,0,8,4.084147917027245
1,24,0,1,17,0,0,0,0,2,0,5,3.8035088547976788
1,92,13,1,17,10,1,0,0,3,0,14,5.30819741770783
0,40,0,1,16,16,1,0,0,2,0,7,4.112814895472355
1,56,0,1,11,38,0,1,0,2,0,12,4.101125010956985
1,276,92,1,31,72,0,0,0,4,2,22,4.82013470100594
1,87,0,0,22,29,0,3,1,2,0,16,4.634340882994339
0,28,0,1,20,1,0,0,0,2,0,6,3.91379956460568
0,66,0,1,13,46,0,4,0,2,0,13,4.145905862598638
0,110,15,2,19,84,0,7,0,3,0,17,4.624321274270012
0,72,2,1,14,51,0,3,0,2,0,12,4.347697786497342
0,70,8,0,17,46,0,3,0,1,0,10,4.590017217489901
1,34,0,1,25,1,1,1,0,2,0,7,4.138502179294739
0,40,0,1,20,13,0,0,0,3,0,7,3.9495817701478346
1,47,0,0,13,27,0,0,0,2,0,9,3.993225490289251
1,39,5,1,22,9,1,0,0,2,0,6,4.131054782742918
1,21,4,1,13,1,0,0,0,2,0,6,3.6537567082870006
0,76,0,1,24,45,0,0,0,3,0,11,4.0807819960085325
0,39,0,1,22,10,0,1,0,2,0,7,4.192346052629154
1,110,14,1,15,51,0,1,0,5,0,18,5.179950823357196
0,54,0,1,16,30,1,0,0,2,0,9,4.039532122846975
0,31,0,1,23,1,0,0,0,2,0,6,3.9779168746936358
1,83,1,1,20,50,0,1,0,3,0,14,4.31204815746638
1,24,3,0,5,12,0,0,0,1,0,5,3.8553885422075345
1,275,101,1,20,82,0,1,0,3,2,23,4.831913819296192
1,87,23,0,13,55,0,1,0,2,0,12,4.91268276082449
1,61,0,0,16,38,0,1,0,2,0,11,4.354426224146144
1,163,53,1,15,42,0,0,0,3,1,20,4.883567706427525
0,49,0,1,16,25,1,1,0,2,0,9,4.099631661308524
0,43,0,1,34,1,1,0,0,2,0,6,4.080350731889837
0,37,0,1,20,9,1,1,0,2,0,7,4.296630730201455
0,59,4,1,20,32,0,1,0,3,0,10,4.440378914958435
0,40,0,1,22,11,0,0,0,2,0,6,4.108694969562841
0,43,6,1,14,22,0,0,0,3,0,9,4.295353348118593
1,138,4,0,7,28,0,1,0,2,1,22,5.245568435580268
1,53,10,2,12,34,0,0,0,4,0,11,4.47265017129941
1,29,2,1,21,1,0,0,0,2,0,6,4.133168925863646
1,70,9,1,16,46,1,1,0,2,0,10,4.955869224267572
0,34,0,1,27,0,0,2,0,2,0,7,3.895423870280316
1,34,0,1,26,1,0,0,0,2,0,6,3.7045348998193433
0,90,8,0,17,66,0,9,0,1,0,16,4.602849102701755
1,62,23,0,10,45,0,0,0,1,0,7,4.621467431627347
1,30,1,1,23,0,0,0,0,2,0,5,3.9232314287976204
0,33,0,0,25,1,0,0,0,1,0,5,3.876838815934793
1,106,0,0,17,61,0,1,1,3,0,20,4.541336616249964
1,16,0,0,7,1,1,0,0,1,0,5,3.452819531114783
0,42,0,1,19,16,0,0,0,2,0,7,3.9370932447129574
0,57,6,1,18,17,0,0,0,3,0,9,4.687552952495541
1,38,0,0,16,15,0,0,0,2,0,7,4.017535737070862
1,75,19,1,27,41,0,0,0,3,0,8,4.676212397510889
1,45,0,0,12,26,0,1,0,1,0,10,4.193933719517082
1,110,4,1,23,64,0,1,0,3,0,21,4.638807301217827
0,47,0,0,18,22,0,0,0,1,0,7,3.8821769594621522
0,99,17,2,14,78,0,8,0,4,0,19,4.828146772051311
0,36,0,1,16,12,1,0,0,2,0,7,4.048688113203415
1,45,1,1,32,6,0,1,0,2,0,8,4.2415272628521095
1,67,0,1,38,22,0,0,0,3,0,9,4.414668251441441
1,32,0,1,16,9,0,0,0,3,0,7,3.819548827786958
1,32,0,3,24,1,0,0,0,4,0,8,4.015319531114783
0,29,0,1,20,1,1,0,0,2,0,6,3.952302977662386
0,91,8,1,17,66,1,5,0,2,0,12,4.4907819120827455
0,34,0,1,25,1,1,0,0,2,0,6,3.8780682683455234
0,34,0,1,14,12,1,0,0,3,0,7,3.8221819586428727
1,42,1,1,34,1,0,0,0,2,0,6,4.203837733233675
0,22,0,1,13,1,1,0,0,2,0,6,3.481714572986072
0,37,0,1,15,15,0,0,0,3,0,8,3.9288026092707296
0,13,1,0,6,0,0,0,0,1,0,4,3.238901256602631
1,79,6,1,19,26,0,1,1,3,0,15,4.781240559094902
0,55,0,1,25,23,0,4,0,3,0,11,4.231207332321362
1,36,0,2,28,1,0,1,0,3,0,8,3.9648117240741407
1,94,0,0,43,44,0,1,0,2,1,10,4.253560262651067
1,123,40,1,17,1,1,0,0,2,0,19,5.196171571741552
0,26,0,2,17,1,1,0,0,3,0,7,3.7091151984942705
0,48,0,1,16,24,1,0,0,2,0,8,4.262380345401073
1,113,31,1,32,74,0,1,0,3,0,12,5.109581785570157
0,22,2,1,13,1,1,0,0,2,0,6,3.663532754804254
0,72,7,1,16,49,0,6,0,2,0,14,4.449584947789981
0,26,0,1,18,1,0,1,0,2,0,7,3.8441065448145375
1,52,0,1,25,20,0,0,0,2,0,9,4.064024642567999
1,26,0,1,14,5,0,0,0,2,0,6,3.5944825065194195
1,70,17,3,49,13,1,2,0,5,0,12,4.541634046805434
1,46,7,1,11,28,0,1,0,3,0,10,4.466405641207215
0,49,0,1,16,25,1,0,0,2,0,11,4.354007037771997
1,87,8,1,17,4,1,0,1,3,0,11,5.028476254171007
0,63,6,1,27,29,0,0,0,2,0,11,4.489206812994291
0,44,0,1,18,18,1,0,0,2,0,7,3.868158608841763
0,75,8,0,11,56,1,5,0,2,0,15,4.773121731966098
1,60,10,1,24,29,0,2,0,2,0,10,4.690328621280336
1,72,0,1,28,37,0,0,0,3,1,9,4.376736163097807
0,22,0,1,15,0,0,0,0,2,0,5,3.663532754804254
0,59,4,1,23,29,0,1,0,3,0,10,4.270615992399054
1,93,12,1,20,32,0,1,0,4,0,13,4.755669737312679
0,21,0,0,14,0,0,0,0,1,0,4,3.5585186130489057
1,42,0,0,28,7,0,0,0,1,0,5,3.749609840405166
0,96,14,1,24,65,0,1,0,2,0,14,4.5715207733441945
0,31,0,2,24,0,0,0,0,3,0,6,3.953565664946427
1,18,0,1,11,0,0,0,0,2,0,5,3.5032583347756456
0,31,4,1,12,12,0,0,0,2,0,7,3.8890495359141686
0,24,0,1,16,1,0,0,0,2,0,6,3.855388542207534
0,32,0,1,23,1,1,0,0,2,0,6,3.952819531114783
0,38,0,1,29,1,1,0,0,2,0,6,4.0407090139455
1,38,4,2,30,1,0,1,0,3,0,8,4.391892644680933
1,64,0,0,36,21,0,0,0,2,0,8,4.15599980576557
0,61,0,1,18,35,1,3,0,2,0,9,4.189805831031943
0,28,0,1,19,1,1,0,0,2,0,6,3.6959472263874704
0,41,0,1,14,20,0,1,0,3,0,8,4.173909931130747
1,43,0,1,21,15,0,0,0,2,0,6,3.941416581865718
0,26,0,1,18,1,0,0,0,2,0,6,3.844106544814537
0,28,0,1,19,1,1,0,0,2,0,6,3.869331261111518
1,22,0,1,15,0,0,0,0,2,0,5,3.6412498004554785
1,77,1,1,21,49,0,1,0,4,0,13,4.227155698218787
1,144,30,0,24,113,0,7,0,1,0,21,4.643023723115386
1,43,0,1,27,7,0,1,0,2,0,9,4.257319115016275
1,106,16,1,18,81,0,2,0,8,0,16,4.679347847222518
0,54,0,1,17,30,0,1,0,3,0,9,4.2726819462874
0,52,0,1,17,28,0,1,0,2,0,9,4.117003248378835
0,39,0,1,30,1,1,0,0,2,0,6,4.04106055186274
0,23,0,1,16,0,0,1,0,2,0,6,3.9690016298759936
0,29,0,1,21,0,1,1,0,2,0,6,3.909368063943885
0,61,0,1,15,39,0,0,0,2,0,12,4.253053789568831
0,38,0,1,14,16,1,0,0,2,0,7,4.095968631579971
1,41,0,1,16,18,0,0,0,3,1,9,3.957940346441153
0,51,0,2,17,27,0,0,0,4,0,10,4.248323567793248
0,29,0,1,20,1,1,0,0,2,0,6,3.8278326164749097
1,106,23,1,19,80,0,1,0,2,0,13,4.672838828959377
0,57,0,1,16,33,1,0,0,2,0,11,4.313079654812272
1,116,8,1,26,29,1,0,0,3,0,13,5.217876689732115
1,32,3,1,23,1,1,0,0,2,0,6,4.015319531114783
0,23,0,1,15,1,0,1,0,2,0,7,3.6753108689123644
0,41,10,0,15,19,0,1,0,1,0,9,4.210733711724087
1,71,6,1,35,29,0,2,0,2,0,11,4.481047655912358
1,79,6,1,11,58,0,0,0,4,0,16,4.605819159728778
0,29,0,1,20,1,1,0,0,2,0,6,3.7848977027564086
0,119,4,1,16,96,0,12,0,3,0,22,4.748974591925935
1,458,187,1,23,58,1,2,0,5,0,19,4.516142334117863
1,46,2,2,21,18,0,0,0,4,0,9,4.180639401474027
1,104,5,1,16,80,1,2,0,2,1,17,4.577515021972711
1,58,0,1,32,19,0,1,0,2,0,9,4.345073995785254
1,83,0,1,19,57,0,0,0,3,3,11,4.182336455497417
1,77,21,0,23,47,0,0,0,1,0,7,4.721413573685927
0,69,3,1,28,34,0,2,0,3,0,11,4.465044885528057
0,16,0,0,9,0,0,0,0,1,0,4,3.327819531114783
0,78,6,1,22,48,1,5,0,2,0,12,4.48047698294543
1,52,3,0,14,30,1,1,0,3,0,10,4.380647593466271
0,27,0,1,16,4,0,0,0,2,0,7,3.5137847242254345
0,28,0,1,20,1,0,0,0,2,0,6,3.8154107252426988
0,50,6,1,15,27,1,2,0,2,0,10,4.319079570624173
0,73,6,1,16,50,0,4,0,3,0,13,4.4057309841193675
0,35,2,0,9,19,0,0,0,1,0,7,3.9760107890420997
1,37,0,1,19,10,1,0,0,2,0,7,4.0202641764397615
0,97,6,1,25,64,1,8,0,2,0,17,4.499679756272509
1,25,0,1,14,4,0,0,0,2,0,7,3.6234651896016468
1,49,0,0,28,14,0,0,0,1,0,5,3.7405813967317942
0,27,0,2,18,1,1,0,0,3,0,7,3.708048150071232
1,77,16,0,23,47,0,0,0,1,0,7,4.593175872634925
1,75,6,2,39,29,0,2,0,3,0,12,4.548986198237455
1,32,0,0,17,7,1,0,0,1,0,6,4.226409765557392
0,49,0,1,14,27,1,2,0,2,0,9,4.1304433960907065
0,45,0,0,12,26,0,0,0,1,0,8,4.233426641149882
1,148,32,1,16,74,1,1,0,2,1,24,5.447317742476549
1,64,0,1,17,40,0,1,0,3,0,13,4.347274413893479
0,28,0,1,20,0,1,0,0,2,0,5,3.9677201004745
1,68,9,3,42,19,0,0,0,4,2,9,4.5269755774495355
1,76,0,1,32,37,0,1,0,2,0,11,4.2754758312997145
1,124,19,4,46,20,1,0,0,5,3,19,4.820062118181421
1,33,1,1,25,0,1,1,0,2,0,6,4.392582755590971
0,52,2,1,20,25,0,3,0,2,0,10,4.223632265843569
1,54,0,1,36,1,1,3,0,2,0,10,4.520238715810561
0,59,0,1,19,7,0,0,0,2,0,10,4.293683626279561
1,89,22,7,81,1,0,1,0,8,0,13,4.689107241183314
1,74,6,2,39,28,0,2,0,3,0,11,4.555699359616179
1,27,0,0,16,4,0,1,0,1,1,7,3.865998613274581
1,56,14,1,16,18,0,1,0,3,0,10,4.492198841847881
0,36,0,1,28,1,0,0,0,2,0,6,4.141604167868593
0,39,0,1,25,7,0,0,0,2,0,6,4.070425860265988
0,40,8,1,33,0,0,1,0,2,0,6,4.53418371977919
1,30,0,0,13,10,0,0,0,1,0,7,3.7077516472406153
1,32,0,0,13,11,1,0,0,1,0,7,3.878928031846024
0,27,3,0,18,1,1,0,0,1,0,6,3.9861879650463043
0,25,0,1,17,1,0,0,0,2,0,6,3.863465189601646
1,127,26,3,50,19,1,1,0,4,3,18,4.856218006309019
1,81,12,4,54,20,0,1,0,5,2,12,4.608308726483007
1,73,2,1,33,33,0,5,0,3,0,12,4.385756848415243
0,57,6,1,21,28,1,1,0,3,0,10,4.574142541149749
1,113,18,1,24,31,0,0,0,3,0,13,5.253516851999272
0,49,0,1,16,25,1,0,0,2,0,8,4.104178978176361
1,27,2,1,15,5,0,0,0,2,0,7,3.6619328723735824
0,68,4,1,22,39,0,0,0,3,0,12,4.324410319937514
