status,url_length,digits_len,num_subdomains,domain_length,path_length,has_ip,uses_https,count_hyphens,count_at,count_dots,suspicious_words,digit_ratio,special_char_count,shannon_entropy,relative_entropy
0,45,0,0,22,16,0,0,0,0,1,0,0.0,6,4.061530252405224,0.9397496124958263
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.9434651896016457,0.9647708964603957
1,27,2,0,11,8,0,1,1,0,1,0,0.07407407407407407,7,3.91211389097223,0.9571007842545988
0,49,0,1,14,27,0,1,0,0,3,0,0.0,9,3.9597387435070273,0.9495947150458138
0,36,0,1,28,1,0,0,2,0,2,0,0.0,8,4.041336376912015,0.9513666050379241
1,126,6,1,18,81,0,0,1,0,3,0,0.047619047619047616,21,4.685717808842492,0.8994643928973484
0,24,0,1,15,1,0,1,0,0,2,0,0.0,6,3.9387218755408675,0.9636104421039893
1,87,2,1,17,63,0,0,1,0,2,0,0.022988505747126436,13,4.290180210467254,0.9484075275508799
1,145,14,0,9,33,0,1,2,0,2,0,0.09655172413793103,31,4.912894966861884,0.9295214939988897
1,38,0,1,30,1,0,0,0,0,2,0,0.0,6,3.8790850810487556,0.9131712037864255
0,42,0,1,18,17,0,0,1,0,3,0,0.0,8,4.2072117677593,0.9578569494865069
1,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.6424896731661263,0.9566982190348622
0,47,0,1,11,29,0,0,1,0,2,0,0.0,9,4.016702150879894,0.9455674886560744
0,89,5,1,23,58,0,1,7,0,2,0,0.056179775280898875,15,4.351119106382481,0.9369625002520925
0,64,0,1,36,21,0,0,2,0,3,0,0.0,10,4.194909571322961,0.9406825645203709
1,89,1,1,21,61,0,0,1,0,3,0,0.011235955056179775,14,4.416760825930196,0.9288886064960685
1,60,0,2,21,31,0,1,1,0,3,0,0.0,11,4.363501280039722,0.9396288562181763
0,42,5,1,14,21,0,0,0,0,3,0,0.11904761904761904,9,4.282098601752792,0.946620968906836
0,52,6,1,15,29,0,1,1,0,2,0,0.11538461538461539,9,4.155464786840373,0.9460757014713783
1,132,5,0,13,91,0,0,2,0,1,1,0.03787878787878788,23,4.654029137727293,0.886831825669294
0,122,8,1,13,102,0,0,0,0,3,0,0.06557377049180328,24,4.496168804525141,0.9255221066189185
1,74,6,2,39,28,0,0,2,0,3,0,0.08108108108108109,11,4.582726386643206,0.9433397107233563
1,28,11,2,14,7,1,0,0,0,3,0,0.39285714285714285,8,3.56610893983748,0.9366368549402934
1,81,4,1,22,20,0,1,0,1,4,0,0.04938271604938271,13,4.556891479120283,0.9380216768428543
1,29,0,1,21,1,0,0,1,0,2,0,0.0,7,3.9783335811852645,0.9540539889348659
1,110,13,1,22,50,0,1,5,1,4,0,0.11818181818181818,20,4.968340483722253,0.9335602426675415
1,71,0,0,20,44,0,0,2,0,2,1,0.0,12,4.409396592002734,0.9495118737121435
0,34,0,1,25,1,0,1,0,0,2,0,0.0,6,3.8588029144615943,0.9647007286153986
0,48,0,1,21,20,0,0,1,0,2,0,0.0,8,4.170042772369206,0.9351063384269312
0,45,1,1,18,19,0,1,2,0,2,0,0.022222222222222223,9,3.8112830317643343,0.9324324598871405
0,58,0,1,19,31,0,1,0,0,3,0,0.0,10,4.223325823567663,0.947054733593654
1,118,6,0,13,36,0,1,2,0,3,0,0.05084745762711865,20,4.699996232649803,0.9163066684218861
1,45,1,1,29,9,0,0,0,0,2,0,0.022222222222222223,8,4.017659842382177,0.9457929377719675
1,20,2,0,6,6,0,1,0,0,1,0,0.1,5,3.7841837197791888,0.9685921904321414
1,36,0,0,19,9,0,1,0,0,2,0,0.0,6,3.9613201402110074,0.949973953690018
1,28,4,2,20,1,0,0,0,0,3,0,0.14285714285714285,7,3.8423709931771093,0.9605927482942773
0,13,0,0,6,0,0,0,0,0,1,0,0.0,4,3.085055102756477,0.9732265278682558
0,46,0,1,17,21,0,1,0,0,2,0,0.0,8,4.124894642412722,0.9391157890868335
0,64,0,0,11,46,0,0,5,0,1,0,0.0,12,4.274693118360758,0.944983877724274
1,126,24,3,50,20,0,1,1,0,4,3,0.19047619047619047,19,4.8085352384478,0.9451735351183446
0,28,0,1,19,1,0,1,0,0,2,0,0.0,6,4.012188403968661,0.9621727974917793
0,49,0,1,19,22,0,1,1,0,2,0,0.0,8,4.191268906118179,0.9542272342117318
0,31,0,1,23,1,0,0,0,0,2,0,0.0,6,3.7843684875968617,0.9460921218992154
1,40,0,0,19,14,0,0,1,0,1,0,0.0,8,4.072573883611434,0.9423048681511146
0,24,0,0,15,1,0,1,0,0,1,0,0.0,5,3.522055208874201,0.9250661629861344
0,73,0,1,21,44,0,1,0,0,2,0,0.0,11,4.434850121366939,0.9434968614214699
0,26,0,1,18,1,0,0,0,0,2,0,0.0,6,3.8150724101159423,0.9537681025289856
0,22,0,1,14,1,0,0,0,0,2,0,0.0,6,3.5726236638951634,0.965459225394398
1,65,3,1,19,16,0,1,0,0,3,2,0.046153846153846156,12,4.606381658916029,0.948209073591706
1,35,1,1,22,1,0,1,1,0,2,0,0.02857142857142857,9,4.229003731107053,0.9628183312014847
1,28,0,0,16,5,0,0,0,0,1,0,0.0,6,3.9946803684089094,0.9579741522994326
0,27,0,1,19,1,0,0,0,0,2,0,0.0,6,3.8100810205217313,0.9525202551304328
0,82,0,1,17,57,0,1,3,0,2,0,0.0,12,4.30640471271895,0.9519941927517338
1,51,0,1,28,16,0,0,0,0,2,0,0.0,8,3.949399793325864,0.9471153059011441
1,75,18,1,27,41,0,0,0,0,3,0,0.24,8,4.6553084442512835,0.9582804973754397
0,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.8164027166443875,0.9541006791610969
0,56,0,1,16,32,0,1,4,0,3,0,0.0,11,4.333616975397233,0.9717868432572782
1,96,11,0,7,1,0,1,0,0,3,2,0.11458333333333333,17,5.022593366144261,0.9502764705815406
0,33,0,1,13,1,0,1,0,0,2,0,0.0,9,3.884858891889047,0.9504328339534662
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.5434651896016462,0.9575794931154015
0,86,0,2,52,27,0,0,3,0,3,0,0.0,11,4.435863267177969,0.9552111619962018
0,112,13,1,24,81,0,0,0,0,3,0,0.11607142857142858,19,4.624687596680645,0.924937519336129
1,29,2,1,22,0,0,0,0,0,2,0,0.06896551724137931,5,3.978333581185264,0.9540539889348658
1,33,0,1,25,1,0,0,1,0,2,0,0.0,7,4.142138437212473,0.9584005902625794
1,78,0,0,21,50,0,0,1,0,2,1,0.0,10,4.1863922904918445,0.901490511207008
0,54,0,1,25,21,0,1,0,0,3,0,0.0,9,4.366114938095118,0.9522684073006886
0,63,7,1,12,44,0,0,2,0,3,1,0.1111111111111111,11,4.404365892868156,0.9262818291419459
1,126,16,3,50,20,0,1,1,0,4,3,0.12698412698412698,19,4.721517202882966,0.9280691280140269
1,80,2,2,21,52,0,0,0,0,4,0,0.025,15,4.387125989868465,0.9333437407859078
0,28,1,1,20,1,0,0,0,0,2,0,0.03571428571428571,6,3.7264741182543752,0.9538209548132887
0,44,0,1,36,1,0,0,0,0,2,0,0.0,6,3.924754631470696,0.9412050888476854
0,116,0,1,19,89,0,1,0,0,2,0,0.0,9,4.40045135575353,0.9153581183621212
0,65,6,1,20,37,0,1,1,0,3,0,0.09230769230769231,12,4.510357429374702,0.9382201860486341
0,31,0,1,22,1,0,1,0,0,2,0,0.0,6,3.8614768593892226,0.9447124070265582
1,126,22,3,50,19,0,0,1,0,4,3,0.1746031746031746,18,4.7524362769881074,0.9421223172769305
1,39,0,1,30,1,0,1,0,0,2,0,0.0,6,4.057855988582063,0.9552554688704091
1,66,0,1,20,39,0,0,1,0,3,2,0.0,12,4.069852074588732,0.9265842339814265
0,31,0,1,22,1,0,1,0,0,2,0,0.0,6,3.889049535914169,0.9722623839785423
0,38,0,1,29,1,0,1,0,0,2,0,0.0,6,4.260828171224455,0.9554644034493501
0,47,0,1,16,23,0,1,0,0,3,0,0.0,8,3.934610862583645,0.9435687359419472
0,41,4,1,24,1,0,1,0,0,2,0,0.0975609756097561,8,4.375487065435391,0.9543125084986371
1,77,0,1,25,45,0,0,0,0,4,0,0.0,11,4.3670731514113275,0.9524773977375917
1,44,1,1,21,16,0,0,0,0,2,0,0.022727272727272728,8,3.9279753007906124,0.9419774455012948
0,36,0,1,27,1,0,1,0,0,2,0,0.0,6,4.030493056757482,0.9665624814267396
0,17,0,0,10,0,0,0,0,0,1,0,0.0,4,3.734521664779752,0.9808703788407279
1,88,20,1,21,60,0,0,0,0,2,0,0.22727272727272727,11,4.611405693168451,0.9308080270255469
0,28,0,1,19,1,0,1,0,0,2,0,0.0,6,3.842370993177109,0.9605927482942772
0,62,0,1,23,31,0,1,0,0,3,0,0.0,9,4.064656950051862,0.9404730622103964
0,72,5,1,23,42,0,0,4,0,3,0,0.06944444444444445,11,4.667413758839757,0.9511958067736248
1,113,11,1,15,76,0,1,0,0,2,0,0.09734513274336283,14,5.428883635804206,0.9523622569899852
0,45,0,1,14,24,0,0,0,0,3,0,0.0,8,4.207976707200401,0.9580311034393005
0,39,0,1,18,14,0,0,0,0,2,0,0.0,7,4.0478467699778795,0.9528992095951491
0,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.6753108689123644,0.9653186908369763
1,40,1,1,25,7,0,1,2,0,2,2,0.025,9,4.106198332810094,0.9500848331251817
0,53,0,1,23,22,0,1,1,0,2,0,0.0,8,4.129259021483943,0.9554205740647702
1,43,0,1,17,19,0,0,1,0,3,0,0.0,10,4.2374411389168944,0.9502200058876027
1,36,8,1,25,4,0,0,0,0,2,0,0.2222222222222222,6,4.329239931817578,0.9708053182662092
0,38,1,1,10,21,0,0,1,0,2,0,0.02631578947368421,9,4.040709013945501,0.9349320315452424
1,37,0,1,21,9,0,0,0,0,2,0,0.0,7,4.195675662809304,0.9552305216035473
1,128,22,3,50,20,0,1,1,0,4,3,0.171875,19,4.871819708247708,0.9351882752979632
0,95,0,1,15,73,0,0,0,0,2,0,0.0,19,4.426728477869697,0.9208241433472123
1,89,4,1,17,3,0,1,1,0,5,0,0.0449438202247191,14,4.988342459674883,0.9373186504468284
0,83,9,1,16,59,0,1,0,0,2,0,0.10843373493975904,24,4.647049334930516,0.9134316023403951
0,38,0,0,12,19,0,0,0,0,2,0,0.0,7,3.9553113166340124,0.9485329628868461
0,36,0,1,27,1,0,1,0,0,2,0,0.0,6,4.078696876021637,0.9601615995361557
1,123,16,4,46,19,0,1,0,0,5,3,0.13008130081300814,18,4.782071308926541,0.9399717419363515
1,41,0,0,11,23,0,0,0,0,2,0,0.0,8,4.0346536885808275,0.9497934406395115
1,31,1,0,16,7,0,1,0,0,1,0,0.03225806451612903,6,4.079376456233205,0.9438788352492294
1,37,1,1,20,10,0,0,0,0,2,0,0.02702702702702703,7,3.9590570816697497,0.9319973255523698
1,26,0,0,13,5,0,1,0,0,1,0,0.0,5,3.7962176025900556,0.9716723593072036
0,21,0,1,12,1,0,1,0,0,2,0,0.0,6,3.368042422572715,0.9394916744304006
0,19,0,0,12,0,0,0,0,0,1,0,0.0,4,3.616348566075163,0.9772753622620363
0,35,0,1,11,17,0,0,2,0,2,0,0.0,8,4.0360069453309535,0.9501120093405647
1,45,0,1,36,1,0,1,4,0,2,0,0.0,10,4.275651852925217,0.9451958201213877
1,41,1,1,32,1,0,1,0,0,2,0,0.024390243902439025,6,4.0346536885808275,0.9335309611822633
0,29,0,1,21,1,0,0,0,0,2,0,0.0,6,3.9952378913808873,0.958107853258511
0,51,0,1,16,27,0,1,0,0,2,0,0.0,10,4.299109655357619,0.9503815128697742
1,32,3,1,24,1,0,0,0,0,2,0,0.09375,6,4.054229296672174,0.9544017132687866
0,37,0,0,13,16,0,1,0,0,1,0,0.0,6,3.789741878791631,0.9474354696979077
0,40,0,1,15,18,0,0,2,0,2,0,0.0,9,4.015311532225102,0.962921762582365
1,105,0,2,22,42,0,1,0,1,5,0,0.0,16,4.2518499866468025,0.9045643049600272
0,49,2,1,17,25,0,0,0,0,3,0,0.04081632653061224,9,4.117075599518184,0.9526015956601617
1,45,22,1,29,9,0,0,0,0,2,0,0.4888888888888889,7,4.322315530038771,0.9555115132779878
1,46,8,1,25,13,0,1,0,0,3,0,0.17391304347826086,7,4.457919564564537,0.9722913903577974
1,33,0,1,25,1,0,0,0,0,2,0,0.0,6,3.998050937146914,0.958782456702231
0,59,0,1,20,21,0,1,0,0,3,0,0.0,11,4.4098658800469055,0.938181562679608
0,74,6,1,23,44,0,0,4,0,3,0,0.08108108108108109,11,4.6917119483495675,0.9470177712806843
1,48,0,0,16,25,0,0,0,0,2,0,0.0,8,3.895512835516972,0.9341925416331408
0,56,1,0,11,38,0,0,4,0,1,0,0.017857142857142856,10,4.175496386606638,0.9506363007719618
1,62,0,1,39,16,0,0,3,0,2,0,0.0,10,4.279220964710031,0.9595888737985999
1,94,20,2,28,59,0,0,1,0,3,1,0.2127659574468085,11,4.830427948706202,0.9417355082081698
1,237,88,0,15,49,0,0,0,0,2,2,0.37130801687763715,20,4.948703688494373,0.9236874759645276
0,33,7,1,12,6,0,0,0,0,2,0,0.21212121212121213,7,4.369707376737533,0.965988179046941
0,37,0,1,28,1,0,1,0,0,2,0,0.0,6,4.229327351940021,0.9628920100370101
1,127,42,1,61,10,0,1,4,0,3,0,0.33070866141732286,15,4.839362492610803,0.9434773781488779
1,39,8,1,25,7,0,0,0,0,2,0,0.20512820512820512,7,4.426177218751301,0.9653682484982417
1,29,3,1,20,1,0,1,0,0,2,0,0.10344827586206896,6,4.1162646156680225,0.969005380303952
1,89,14,1,23,58,0,1,1,0,3,1,0.15730337078651685,15,4.832890740982527,0.9422156517814896
1,51,3,1,21,23,0,0,0,0,2,0,0.058823529411764705,9,4.207149735045995,0.9300524179651514
0,37,0,1,16,14,0,0,0,0,2,0,0.0,7,4.046762824854522,0.9526440392515104
1,87,19,0,14,66,0,0,1,0,1,1,0.21839080459770116,10,4.778726112352516,0.9473340106423476
1,35,3,0,13,15,0,0,3,0,2,0,0.08571428571428572,9,4.3001530166977115,0.9642827571850383
1,39,3,1,31,1,0,0,0,0,2,1,0.07692307692307693,6,3.9872178475009488,0.9561845467536784
0,77,6,1,22,47,0,1,4,0,3,0,0.07792207792207792,13,4.677464508942368,0.9532440998640812
0,89,0,1,13,69,0,0,2,0,3,0,0.0,15,4.231659168789791,0.9489234347947892
1,26,0,1,18,1,0,0,0,0,2,0,0.0,6,3.796217602590056,0.9716723593072037
0,24,0,2,16,1,0,0,0,0,3,0,0.0,7,3.8239348962840567,0.9559837240710142
0,55,0,1,21,27,0,0,1,0,2,0,0.0,8,4.165107840986821,0.9207584380290792
1,37,0,2,30,0,0,0,0,0,3,1,0.0,6,4.134468568039293,0.9566259496381198
1,54,21,0,14,33,0,0,0,0,1,0,0.3888888888888889,5,4.6624112343914135,0.9501763170681031
1,38,0,0,29,1,0,1,3,0,1,0,0.0,8,4.14860021052734,0.9598957038260165
1,92,18,1,22,63,0,0,1,0,2,0,0.1956521739130435,12,4.696245282812941,0.9309830222802279
0,79,5,1,17,55,0,0,5,0,3,0,0.06329113924050633,14,4.51443585657848,0.939068558442581
0,19,0,1,11,1,0,0,0,0,2,0,0.0,6,3.2866294867861954,0.9500489817691005
0,54,1,1,21,26,0,0,2,0,2,0,0.018518518518518517,10,4.292040864021044,0.9488188524253627
0,19,0,1,11,1,0,0,0,0,2,0,0.0,6,3.2866294867861954,0.9500489817691005
1,34,0,0,12,14,0,1,0,0,2,0,0.0,7,4.094097032108653,0.9637869335462768
1,60,10,3,31,21,0,1,0,0,5,0,0.16666666666666666,9,4.370007272132441,0.9531173420600703
1,43,13,2,14,22,1,0,0,0,4,0,0.3023255813953488,9,4.379298475431077,0.9551437933772129
1,46,0,2,21,17,0,1,0,0,3,0,0.0,8,4.197049999347146,0.9411625422859765
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.6732696895151076,0.9647825760173593
0,33,0,0,11,14,0,1,0,0,1,0,0.0,5,3.717896012970049,0.9294740032425123
0,33,0,1,24,1,0,1,0,0,2,0,0.0,6,4.0060710131011685,0.9607057708988845
0,52,0,1,26,19,0,0,0,0,2,0,0.0,7,4.121340988555425,0.9535885137540296
1,77,3,1,16,41,0,1,0,0,2,0,0.03896103896103896,11,5.097447579431165,0.9578197015341394
0,24,0,1,16,1,0,0,0,0,2,0,0.0,6,3.7720552088742005,0.9654878007370163
1,77,18,0,23,47,0,0,0,0,1,0,0.23376623376623376,7,4.658156880136877,0.9316313760273754
1,90,5,1,20,4,0,0,1,1,4,0,0.05555555555555555,13,5.080633864210842,0.9363040864912182
1,59,1,3,42,10,0,0,2,0,5,0,0.01694915254237288,11,4.185810270743963,0.9386421025608311
0,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.4357554339416274,0.9583797412805535
0,67,0,1,26,34,0,0,2,0,3,0,0.0,10,4.347305377083571,0.9748563827988488
0,52,0,1,20,25,0,0,0,0,3,0,0.0,9,4.051428065028507,0.9537422783714625
1,33,1,2,16,10,0,0,0,0,4,0,0.030303030303030304,8,4.043801694853791,0.9519469628557009
0,31,0,1,22,1,0,1,0,0,2,0,0.0,6,3.953565664946427,0.9672419832291482
0,34,0,1,26,1,0,0,0,0,2,0,0.0,6,3.8558656947524796,0.9433396325562645
1,37,2,1,17,7,0,1,0,0,3,0,0.05405405405405406,9,4.131769501279566,0.9406809899148041
1,31,0,1,13,10,0,1,0,0,3,0,0.0,7,3.9292144551992183,0.961284446563259
0,23,0,1,15,1,0,0,0,0,2,0,0.0,6,3.6211755429194716,0.9511000726358562
0,26,0,1,19,0,0,0,0,0,2,0,0.0,5,3.796217602590056,0.9716723593072037
0,47,0,1,25,15,0,0,0,0,2,0,0.0,7,4.171743778067191,0.9497819434525236
1,81,18,1,27,47,0,0,0,0,2,0,0.2222222222222222,8,4.745904368800619,0.9408274326916002
1,33,5,1,14,11,0,1,0,0,2,0,0.15151515151515152,6,4.392582755590972,0.9710451184844144
0,36,1,1,27,1,0,1,0,0,2,0,0.027777777777777776,6,3.9193819456463705,0.9399166518080583
0,65,0,1,22,36,0,0,2,0,3,0,0.0,12,4.708766613255314,0.9596233136865701
1,315,114,0,9,26,0,0,1,0,3,0,0.3619047619047619,30,5.052728659359401,0.9200407532270392
0,41,0,1,18,15,0,1,0,0,2,0,0.0,8,4.10971640806369,0.9356601566978086
1,52,0,1,18,27,0,0,0,0,3,0,0.0,9,4.1189237381886405,0.9530292146834033
0,25,0,1,17,1,0,0,0,0,2,0,0.0,6,3.863465189601646,0.9658662974004115
1,126,0,1,38,26,0,1,1,0,2,0,0.0,11,4.981327767236151,0.9360005769378175
0,33,0,1,24,1,0,1,0,0,2,0,0.0,6,4.0060710131011685,0.9607057708988845
1,44,6,3,32,5,0,0,0,0,4,0,0.13636363636363635,9,4.115808539574484,0.9523084255944221
0,22,0,1,14,1,0,0,0,0,2,0,0.0,6,3.447401504705915,0.9616283305648053
0,36,0,1,27,1,0,1,0,0,2,0,0.0,6,4.0860486123130375,0.9618922637878723
0,49,0,1,31,11,0,0,1,0,2,0,0.0,8,4.216152190789069,0.9454460907458496
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,3.9110804962442782,0.9379258607508519
1,64,16,3,43,13,0,1,2,0,5,0,0.25,12,4.553072516654254,0.937235555515937
1,110,21,1,18,15,0,1,0,0,3,0,0.19090909090909092,12,4.985930514218215,0.9500761017460295
0,27,0,1,19,1,0,0,0,0,2,0,0.0,6,3.8841550945958057,0.9502606495641335
1,82,5,1,26,18,0,0,0,0,3,0,0.06097560975609756,14,4.925843584907627,0.9319713771883908
1,217,33,0,22,188,0,0,0,0,9,2,0.15207373271889402,22,5.0168155211190335,0.924543078509345
0,27,0,1,16,4,0,0,1,0,2,1,0.0,8,3.9121138909722304,0.9571007842545989
0,26,0,1,17,1,0,1,0,0,2,0,0.0,6,3.921029621737614,0.9592820226197302
0,34,0,1,25,1,0,1,0,0,2,0,0.0,6,4.02085512047121,0.9642511841533022
1,107,0,0,17,61,0,0,1,1,3,0,0.0,21,4.5314871471759535,0.923494636548747
1,86,2,1,19,60,0,0,1,0,3,2,0.023255813953488372,14,4.448911632775905,0.9157943675032997
0,24,0,1,15,1,0,1,1,0,2,0,0.0,7,3.9387218755408675,0.9636104421039893
1,31,0,1,23,1,0,0,0,0,2,0,0.0,6,4.042433003725894,0.9516247607645483
1,40,5,1,22,10,0,1,0,0,2,0,0.125,7,4.484183719779189,0.9539923897912627
0,26,0,1,17,1,0,1,0,0,2,0,0.0,6,3.9500637564362093,0.966385239413675
0,53,2,1,15,31,0,0,0,0,2,0,0.03773584905660377,10,4.289451945930604,0.9482465339481119
1,19,0,0,4,7,0,1,0,0,1,0,0.0,5,3.7474130395316396,0.9591804397450654
1,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.7622673906514947,0.962982530117535
1,43,0,1,34,1,0,1,0,0,2,0,0.0,6,3.856870720856423,0.924925680802986
1,128,26,4,54,19,0,0,1,0,5,3,0.203125,19,4.752717266858361,0.9505434533716721
0,25,5,2,16,1,0,1,0,0,3,0,0.2,7,3.9132696895151073,0.9573835509946932
1,68,9,3,42,19,0,0,0,0,4,2,0.1323529411764706,9,4.454627275412123,0.9368522963761545
0,47,0,1,12,28,0,0,0,0,3,0,0.0,9,4.27503639449854,0.958650509771668
1,125,16,3,50,19,0,1,1,0,4,3,0.128,18,4.750665206763321,0.9337985072330781
0,39,0,1,19,13,0,0,0,0,2,0,0.0,7,4.0478467699778795,0.9528992095951491
1,61,0,2,14,40,0,0,0,0,5,0,0.0,12,4.230363986531876,0.9486329981722157
0,43,2,1,12,23,0,1,0,0,3,0,0.046511627906976744,9,4.31290887142472,0.9534320328363736
1,43,0,0,21,14,0,1,0,0,1,2,0.0,6,4.007205452175263,0.9271800372883572
0,47,0,1,29,11,0,0,0,0,2,0,0.0,7,4.13907129820996,0.9743742766586474
0,22,0,1,13,1,0,1,0,0,2,0,0.0,6,3.7544418457133446,0.9609795190921057
1,147,36,1,24,116,0,0,0,0,2,0,0.24489795918367346,14,4.799284347961595,0.9356637822687505
0,17,0,1,9,1,0,0,0,0,2,0,0.0,6,3.2927701939369904,0.951824044215114
1,132,4,1,16,24,0,1,0,0,3,0,0.030303030303030304,10,5.370396226695163,0.9421020995282876
1,55,0,3,38,10,0,0,2,0,5,0,0.0,11,4.0078724432276776,0.9124733158953099
0,84,0,1,14,63,0,0,6,0,3,0,0.0,13,4.417157863275964,0.9511831725112578
0,58,0,1,28,23,0,0,2,0,2,0,0.0,10,4.079385900367718,0.943881020416198
1,62,10,3,31,24,0,0,0,0,4,0,0.16129032258064516,12,4.308404374623846,0.9524362474697461
1,32,7,2,24,1,0,0,1,0,3,0,0.21875,8,3.944548827786958,0.9650360091298923
0,40,0,1,32,1,0,0,0,0,2,0,0.0,6,4.065311532225102,0.9570105702979743
1,35,1,1,10,18,0,0,0,0,3,0,0.02857142857142857,8,4.014438730983426,0.9450346594377546
1,54,1,0,23,24,0,0,1,0,2,0,0.018518518518518517,9,4.1900079935705445,0.9539401619384268
1,71,0,1,24,40,0,0,1,0,2,0,0.0,11,4.0363944815749555,0.9189669354591787
0,30,0,1,21,1,0,1,0,0,2,0,0.0,6,3.711080496244278,0.9498808337289153
1,45,0,1,17,21,0,0,0,0,2,0,0.0,9,4.064323519495731,0.9253255464684682
1,96,11,1,20,34,0,0,1,0,3,0,0.11458333333333333,14,4.456464715452352,0.9372387282400826
0,34,0,1,26,1,0,0,1,0,2,0,0.0,7,4.116299605701696,0.9524220475974795
1,67,0,1,22,38,0,0,0,0,3,0,0.0,10,3.98365570579103,0.9217311390496077
1,69,0,1,38,24,0,0,2,0,3,0,0.0,9,4.312780574996514,0.9534036710211817
0,54,0,1,16,31,0,0,3,0,3,0,0.0,10,4.244723149910975,0.9383585747570727
0,73,2,1,18,47,0,1,4,0,2,0,0.0273972602739726,11,4.282175504548766,0.9466379694026225
0,44,0,1,16,20,0,1,0,0,2,0,0.0,8,4.189561096343497,0.953838416735603
1,71,1,0,7,13,0,1,2,0,3,0,0.014084507042253521,14,4.084685550981706,0.9299613752408554
1,32,0,1,25,0,0,0,0,0,2,0,0.0,5,4.015319531114783,0.9629236808158292
1,122,9,1,29,85,0,1,1,0,2,0,0.07377049180327869,16,5.129256757039434,0.9339755938605546
1,76,9,3,50,19,0,0,1,0,4,2,0.11842105263157894,10,4.55391345575669,0.9472804753528707
1,138,5,1,27,95,0,0,2,0,2,1,0.036231884057971016,18,5.390476088024772,0.9456246104787511
0,61,0,0,12,42,0,0,6,0,1,0,0.0,12,4.083143494870466,0.9447504459180227
0,100,12,1,18,74,0,1,4,0,3,0,0.12,14,4.808465630737975,0.9300842138708981
1,32,1,1,25,0,0,0,0,0,2,0,0.03125,5,4.077819531114783,0.9599550647249854
1,19,0,0,6,6,0,0,0,0,1,0,0.0,5,3.6421498816369033,0.9566089729477022
0,72,16,3,17,48,0,0,4,0,5,0,0.2222222222222222,17,4.774043147775398,0.946405660385347
0,52,2,1,23,22,0,0,0,0,2,0,0.038461538461538464,8,4.341381363082302,0.9348655913681307
0,27,0,1,14,6,0,0,0,0,2,0,0.0,6,3.8100810205217313,0.9525202551304328
1,37,0,1,28,1,0,1,0,0,2,0,0.0,6,4.022530474793987,0.9307259136385103
1,37,1,2,29,0,0,1,1,0,3,0,0.02702702702702703,7,4.1317695012795665,0.9406809899148043
1,54,1,0,19,28,0,0,1,0,1,0,0.018518518518518517,9,4.156022753503518,0.9319624357808868
0,33,0,1,17,9,0,0,0,0,2,0,0.0,7,4.0895524525606675,0.946233339096598
0,49,0,1,24,18,0,0,1,0,2,0,0.0,9,4.446969416587175,0.9460751936514232
1,50,6,1,23,19,0,1,0,0,3,0,0.12,9,4.216691261048899,0.9455669739224358
1,29,0,0,16,6,0,0,0,0,2,0,0.0,6,3.9523029776623866,0.9669330661005819
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,4.031401845392171,0.9667804202708135
1,139,16,4,54,19,0,1,1,0,5,3,0.11510791366906475,21,4.72953850156229,0.9296458075750619
0,61,6,1,16,37,0,1,4,0,2,0,0.09836065573770492,10,4.477799788659758,0.9526342336394472
1,82,4,1,16,46,0,1,0,0,2,0,0.04878048780487805,12,5.181898004692375,0.9609779244082496
1,39,0,0,18,13,0,1,1,0,1,0,0.0,7,4.23105823222728,0.9353377434262676
1,105,4,1,15,62,0,1,1,0,2,0,0.0380952380952381,14,5.272339894654141,0.9341733235879256
0,82,3,2,20,55,0,0,0,0,3,0,0.036585365853658534,14,4.342010621725586,0.9350010948414444
0,41,0,1,34,0,0,0,0,0,2,0,0.0,5,4.198777004512548,0.9559366048404191
0,25,0,1,16,1,0,1,1,0,2,0,0.0,7,4.023465189601646,0.9648771112693855
0,56,0,1,21,27,0,1,2,0,3,0,0.0,9,4.29583344144878,0.9369397112349556
1,47,10,3,31,9,0,0,0,0,5,0,0.2127659574468085,9,4.20599144773606,0.957579118923326
1,47,0,1,13,27,0,0,0,0,3,0,0.0,10,4.216421766792933,0.9321021371548096
1,42,0,1,13,22,0,0,0,0,2,0,0.0,9,4.243158791671846,0.9515021542069212
1,64,3,1,32,25,0,0,0,0,2,0,0.046875,9,4.2019583991099205,0.9164651615905269
0,45,0,1,14,16,0,0,1,0,3,0,0.0,11,4.140875595896981,0.942754176741009
1,36,0,1,20,8,0,1,0,0,3,0,0.0,7,3.891061112072652,0.972765278018163
0,33,0,1,24,1,0,1,0,0,2,0,0.0,6,4.020926316000353,0.9642682577287547
0,36,4,0,9,20,0,0,0,0,1,0,0.1111111111111111,7,3.9857808213564594,0.9558399299694454
0,44,1,2,21,16,0,0,0,0,4,0,0.022727272727272728,9,4.072623663895164,0.9587319112688175
