url_length,digits_len,num_subdomains,domain_length,path_length,uses_https,count_hyphens,count_at,count_dots,suspicious_words,special_char_count,shannon_entropy,status
29,0,1,20,1,1,0,0,2,0,6,3.78834133965675,0
35,0,1,26,1,1,0,0,2,0,6,4.057575159678481,1
44,8,1,25,11,1,0,0,3,0,7,4.464558038845993,1
26,0,1,18,0,1,1,0,2,0,6,3.873140679513132,0
22,0,1,15,0,0,0,0,2,0,5,3.60693673217532,0
66,0,1,26,33,0,1,0,3,0,9,4.186133469144905,0
98,0,1,13,77,1,13,0,2,0,19,4.247338516156202,0
36,0,1,22,6,1,0,0,2,0,7,3.926733681937771,0
70,0,2,27,1,1,1,0,4,0,11,4.429372753235095,0
32,0,2,23,1,1,0,0,3,0,7,3.792837797403416,0
42,0,1,16,18,1,0,0,2,0,7,4.3024498629973955,0
33,0,1,17,9,0,0,0,2,0,7,4.0895524525606675,0
197,72,0,14,18,0,0,0,2,2,15,4.5603348573092894,1
128,25,3,50,20,1,1,0,4,3,19,4.756547149637056,1
93,1,1,17,68,1,1,0,3,0,16,4.399344690216607,0
80,6,1,34,39,0,0,0,3,0,8,4.876318838740555,1
28,0,1,20,1,0,0,0,2,0,6,3.408738512817241,0
33,3,1,25,1,0,1,0,2,0,7,4.1272831343132905,1
42,0,1,19,16,0,0,0,3,1,8,3.8831727088441377,1
41,0,1,32,1,1,1,0,2,0,7,4.161953223919209,1
38,3,1,15,16,0,2,0,3,0,10,4.313459750171824,0
22,0,1,15,0,0,0,0,2,0,5,3.6412498004554785,1
55,4,1,21,27,0,0,0,3,0,9,4.351738068377554,1
26,0,1,17,1,1,0,0,2,0,6,3.7192945256669785,0
63,0,1,13,43,0,3,0,2,0,12,4.1481918375123215,0
26,0,1,18,1,0,0,0,2,0,6,3.9500637564362098,1
40,5,2,13,20,0,0,0,4,0,10,4.143942707918268,0
69,0,2,40,22,0,1,0,4,0,11,4.53395629860289,1
28,0,1,20,1,0,0,0,2,0,6,3.842370993177109,0
30,10,2,13,10,0,0,0,3,1,8,4.148394345536404,1
32,0,1,23,1,1,0,0,2,0,6,3.98345859334435,0
44,6,1,15,22,0,0,0,3,0,9,4.306498528791829,0
49,0,1,20,22,0,1,0,2,0,8,4.14163209988288,0
254,46,1,29,9,0,1,0,3,0,12,5.786374346706747,1
30,0,1,21,1,1,0,0,2,0,6,3.872905595320056,0
33,0,1,24,1,1,0,0,2,0,6,3.9374448765408534,0
1386,269,1,15,36,0,11,0,13,6,105,5.836790370155625,1
30,0,1,21,1,1,0,0,2,0,6,3.989898095464288,0
42,0,0,28,7,0,0,0,1,0,5,3.749609840405166,1
71,0,1,16,48,0,0,0,2,0,12,4.4525148171945705,0
72,1,2,22,43,0,0,0,4,0,10,4.323954648378638,1
74,0,1,23,44,0,2,0,3,0,10,4.272179765138529,0
118,26,3,42,19,0,0,0,4,3,17,4.770231402927724,1
29,0,1,20,1,1,0,0,2,0,6,3.9523029776623857,0
40,0,1,32,1,0,2,0,2,3,8,4.256198332810095,1
98,14,2,24,45,1,0,1,8,0,15,4.660393073985906,1
32,0,1,24,1,0,1,0,2,0,7,4.093139062229566,0
59,0,0,21,31,0,1,0,2,0,11,4.325180076278269,1
42,2,1,33,1,1,0,0,2,0,6,4.234479554133744,0
109,0,0,19,42,0,1,0,2,3,17,4.788782496566848,1
51,3,3,42,1,1,2,0,4,1,10,4.235479998537295,1
19,0,0,12,0,0,0,0,1,0,4,3.826874881864637,0
128,19,3,50,20,1,1,0,4,3,19,4.819418105171435,1
56,0,2,18,30,1,0,0,3,0,10,4.276129815595919,0
127,18,3,50,19,1,1,0,4,3,18,4.666564953189407,1
67,0,1,21,39,0,0,0,2,0,9,4.126844184051228,0
116,19,3,42,19,0,0,0,4,3,17,4.743991940823614,1
42,0,0,8,27,0,0,0,2,0,8,4.250075316801687,1
91,9,0,12,71,1,0,0,2,0,16,4.58035127257673,0
57,9,3,38,12,0,2,0,5,0,11,4.451678506213854,1
131,15,1,19,104,1,4,0,2,0,15,5.681067921414769,1
70,0,0,19,44,0,0,0,1,2,10,4.0727794886849455,1
46,0,1,29,10,0,0,0,3,1,7,4.1128260215009025,1
25,0,1,12,5,1,0,0,2,0,6,3.8634651896016465,1
23,1,1,15,1,0,0,0,2,0,6,3.729446194905257,0
57,0,0,20,30,0,1,0,2,1,8,4.203173295049283,1
38,0,1,30,1,0,0,0,2,0,6,3.9579393553211144,0
127,13,1,15,104,1,2,0,2,0,12,5.527747238711727,1
53,0,1,20,26,0,0,0,3,0,8,4.283970926016391,0
39,2,1,18,13,1,0,0,2,0,7,4.201692923824033,0
31,0,1,23,1,0,0,0,2,0,6,3.873235826376328,1
476,40,2,13,10,0,0,1,24,0,99,4.859242735754276,1
103,16,0,15,81,0,1,0,1,0,13,4.4428133694856955,1
83,9,2,28,47,1,4,0,4,0,14,4.550941956452254,0
32,3,1,25,0,0,0,0,2,0,5,4.015319531114783,1
127,44,1,61,10,1,4,0,3,0,15,4.88403582198328,1
21,0,0,14,0,0,0,0,1,0,4,3.6178096843744543,0
34,0,1,26,1,0,0,0,2,0,6,4.116299605701696,0
153,28,1,21,57,0,1,0,2,2,18,5.535476346601734,1
51,0,1,32,12,0,0,0,2,1,7,4.287539254067758,1
41,3,0,13,21,0,1,0,2,0,10,4.37548706543539,0
25,0,1,16,1,1,0,0,2,0,6,3.643074189428569,0
33,0,1,13,13,0,0,0,2,0,8,3.821226604916021,0
119,0,1,17,95,0,2,0,2,0,20,4.550545142338717,0
42,0,1,33,1,1,3,0,2,0,9,4.15091348260215,0
48,2,2,21,20,0,1,0,3,0,10,4.314260032810928,1
29,0,1,21,1,0,1,0,2,0,7,4.021268494903765,0
47,0,1,22,17,1,1,0,2,0,9,4.228233608536416,1
32,0,1,19,6,0,0,0,2,0,7,3.890319531114783,0
50,0,1,23,19,1,1,0,2,0,8,4.161076880026371,0
22,0,1,13,1,1,0,0,2,0,6,3.481714572986072,0
152,39,1,18,127,0,1,1,4,0,10,5.114211006486725,1
61,8,2,20,34,0,1,0,3,0,13,4.45304937875276,1
71,10,1,35,29,0,1,0,2,0,9,4.651468296336441,1
47,0,2,39,1,0,2,0,3,0,9,4.189930011519816,1
48,0,1,17,23,1,1,0,2,0,9,4.040400719733289,1
54,2,1,31,16,0,1,0,2,0,9,4.459069567885005,0
30,0,1,21,1,1,0,0,2,0,6,3.9898980954642873,0
42,10,0,13,21,1,0,0,1,0,8,4.121267946939375,0
34,0,1,24,2,1,0,0,2,0,7,3.841447312526802,0
33,0,0,11,14,1,0,0,1,0,6,3.857689287275721,0
66,0,1,18,41,0,4,0,3,0,13,4.248644030039948,0
127,19,3,50,19,1,1,0,4,3,18,4.738486711193077,1
45,0,1,16,21,1,0,0,2,0,8,4.214432130654918,0
67,0,1,26,34,0,2,0,3,0,10,4.347305377083571,0
212,69,1,25,179,1,0,0,2,0,61,4.201300882659278,1
92,4,1,27,58,0,0,0,3,0,11,4.309610767835164,0
78,0,1,21,49,1,4,0,2,0,11,4.02733623976663,0
27,0,1,18,1,1,0,0,2,0,6,3.7821222241453056,0
58,0,1,16,35,0,5,0,3,0,12,4.068935850423125,0
54,1,1,21,26,0,2,0,2,0,10,4.292040864021044,0
67,0,1,24,36,0,0,0,3,2,10,4.306532244011045,1
76,6,1,16,53,0,4,0,3,0,13,4.582857283917477,0
203,12,1,14,4,1,0,0,4,1,34,5.478942675908046,1
20,0,0,12,1,0,0,0,1,0,5,3.5841837197791886,1
123,6,1,13,103,0,0,0,3,0,24,4.399831947929027,0
25,0,0,16,1,1,0,0,1,0,5,3.8634651896016456,1
70,2,1,16,46,1,0,0,2,0,10,4.9736565456652375,1
43,0,1,28,8,0,1,0,2,0,9,4.01396112788348,1
24,0,1,16,1,0,0,0,2,0,6,3.605388542207534,1
81,23,1,27,47,0,0,0,2,0,8,4.784449547089785,1
43,0,1,15,20,1,0,0,2,0,7,4.2397635917101475,0
39,0,1,20,11,1,0,0,3,0,8,3.897223616620771,1
46,0,1,17,21,1,1,0,2,0,8,4.2924925977289545,0
552,94,2,22,9,0,16,0,3,0,27,5.919773349671812,1
32,0,0,11,14,0,0,0,1,0,7,3.9414280318460246,1
167,2,1,31,52,1,1,0,3,1,23,5.084759607295921,1
48,0,1,23,17,1,1,0,2,0,8,4.157268229617389,0
22,0,0,15,0,0,1,0,1,0,5,3.913977073182751,0
46,1,1,15,24,0,0,0,4,0,10,4.412270315214323,1
160,24,1,21,57,0,1,1,3,2,19,5.483293627042921,1
24,0,2,15,1,1,0,0,3,0,7,3.7924812503605785,0
26,2,0,11,8,0,0,0,1,0,6,3.979097891134804,1
52,0,1,25,20,0,0,0,3,0,8,4.192677641335169,1
25,0,1,14,4,0,0,0,2,0,7,3.703465189601646,1
22,1,1,13,1,1,0,0,2,0,6,3.6635327548042538,1
57,3,3,25,24,1,1,0,5,0,12,4.1835344270007955,1
52,1,1,14,31,0,1,0,4,0,10,4.262093804305106,1
31,0,1,24,0,0,0,0,2,0,5,4.349199939349345,0
47,0,0,19,14,1,1,0,1,1,9,4.149992842507349,1
75,6,4,42,26,0,2,1,6,0,13,4.683306650519416,1
67,9,2,16,44,0,0,0,4,0,14,4.302821048854524,0
160,16,1,47,87,1,1,0,2,0,22,5.526262980767412,1
65,0,1,15,43,0,1,0,3,0,13,4.335464113155463,1
48,0,1,24,17,0,1,0,3,0,8,4.15988691751474,0
36,0,1,24,4,1,0,0,5,0,9,3.7188463637332143,1
43,0,1,14,21,1,0,0,3,0,8,4.295353348118593,0
48,0,1,27,14,0,1,0,2,0,7,4.266541406655651,0
85,8,1,18,60,0,6,0,2,0,16,4.512916118772549,0
63,6,2,20,36,0,1,0,3,0,13,4.483010630048842,1
46,0,0,15,23,1,0,0,2,0,7,4.174885868724236,0
19,0,1,12,0,0,0,0,2,1,5,3.5766176449086653,0
44,6,1,17,20,0,0,0,3,0,8,4.282739857027811,0
94,22,2,20,67,0,0,0,3,1,12,4.952700262473754,1
85,3,1,18,60,0,6,0,2,0,13,4.3221426673463945,0
246,100,0,15,49,1,0,0,2,2,22,4.9693117136183265,1
25,0,1,16,1,1,0,0,2,0,6,3.573660689688185,0
78,0,0,21,50,0,1,0,2,1,10,4.1863922904918445,1
36,3,1,18,10,1,0,0,2,0,7,4.273684376262022,1
54,6,1,27,20,0,2,0,3,2,12,4.453690048339572,1
45,0,1,16,21,1,0,0,2,0,6,4.330416151740999,0
58,0,1,15,36,0,3,0,2,0,11,4.269823513430077,0
69,0,3,38,24,0,3,0,5,0,14,4.067799819814767,1
34,0,1,26,1,0,0,0,2,0,6,3.85586569475248,0
29,0,1,20,1,1,0,0,2,0,6,3.866433150225384,0
70,18,1,29,34,0,0,0,2,0,7,4.68794225995095,1
84,0,1,22,55,0,1,0,4,0,15,4.359172560856001,1
60,0,1,20,32,1,0,0,4,0,10,4.284253155003664,1
61,8,1,30,24,0,0,0,3,0,10,4.512647280775707,1
181,23,0,28,66,0,1,1,3,0,21,4.950994740393933,1
55,0,1,20,27,1,0,0,3,0,9,4.058722106539131,0
22,1,1,14,1,0,0,0,2,0,6,3.629219686524096,0
47,0,1,20,19,1,0,0,3,0,9,3.967283342440876,0
23,0,1,14,1,1,0,0,2,0,6,3.3816201079487347,0
130,18,4,54,19,0,1,0,5,3,19,4.743758195881397,1
71,0,1,24,40,0,1,0,2,0,11,4.0363944815749555,1
53,5,4,45,1,0,2,0,5,0,11,4.39340996488017,1
18,0,0,11,0,0,0,0,1,0,4,3.725480556997867,0
91,0,1,18,66,0,8,0,2,0,15,4.14101375736944,0
56,0,2,37,12,0,0,0,4,0,8,4.189437798233895,1
119,11,0,25,86,1,8,0,1,0,16,5.02390864342305,1
109,21,1,20,82,0,1,0,3,1,14,4.935122687986416,1
38,0,0,17,13,1,0,0,1,0,7,4.271100790318223,1
39,0,0,7,24,1,2,0,1,0,8,4.131054782742918,0
41,2,3,24,10,0,0,0,4,0,8,3.8628151140048086,1
56,0,1,19,30,0,2,0,2,0,10,4.304873395496576,0
61,4,1,14,39,1,0,0,3,0,11,4.570184575928607,0
46,9,3,28,11,0,1,0,4,0,9,4.377278130987435,1
228,39,1,29,31,1,1,0,3,0,45,4.950478185627185,0
43,0,0,10,26,0,0,0,1,1,9,3.969771952769756,1
57,1,1,17,33,0,3,0,2,0,11,4.238261014347528,0
126,21,3,50,20,1,1,0,4,3,19,4.7982651461215795,1
40,0,1,31,1,1,0,0,2,0,6,4.043942707918268,1
55,0,1,25,22,1,2,0,2,0,10,4.092380568259548,0
60,0,2,18,34,1,0,0,3,0,10,4.30221267998362,0
96,7,1,21,67,1,6,0,3,0,14,4.325993711212548,0
39,0,0,19,12,1,1,0,1,1,7,4.060416641661804,1
37,0,0,17,13,0,0,0,1,0,6,3.990009704040741,1
45,0,0,23,15,0,0,0,2,0,6,3.963610875592631,1
45,4,3,36,1,1,1,0,4,1,9,4.041092818215358,1
79,0,1,71,1,0,2,0,2,0,8,4.049715876287043,1
50,5,2,41,1,1,2,0,3,0,9,4.374177320667444,1
126,0,1,38,26,1,1,0,2,0,11,4.972570600190436,1
126,16,3,50,19,0,1,0,4,3,18,4.753007758905342,1
29,0,0,17,5,0,0,0,1,0,6,3.7024715122197462,1
57,2,1,18,31,1,1,0,2,0,9,4.223265348167294,0
55,0,0,9,39,0,0,0,5,2,15,4.270097613910772,1
49,0,1,19,22,1,1,0,2,0,8,4.191268906118179,0
22,0,2,13,1,1,0,0,3,0,7,3.447401504705915,0
35,0,1,21,7,0,1,0,2,0,7,4.436006945330953,0
33,1,0,26,0,0,3,0,1,0,7,3.8471282101364257,1
132,6,1,28,97,0,11,0,3,0,20,4.301622105551857,0
24,1,1,15,1,1,0,0,2,0,6,3.688721875540867,0
37,0,1,29,1,0,0,0,2,0,6,4.000559961488395,1
41,0,1,20,13,1,0,0,3,0,7,3.8603793708313976,0
72,13,1,13,51,1,0,0,2,0,10,4.782559509609939,1
65,7,2,20,38,0,0,0,4,0,12,4.552385120387921,0
23,0,1,15,1,0,0,0,2,0,6,3.435755433941628,0
50,10,2,13,30,0,0,0,5,0,11,4.1970822612219765,1
52,2,1,16,28,1,0,0,2,0,8,3.993803787675629,1
88,6,1,14,66,1,6,0,2,0,13,4.5026807330040155,0
89,0,1,13,69,0,2,0,3,0,15,4.231659168789791,0
28,0,1,19,1,1,0,0,2,0,6,3.9677201004745,0
46,0,4,25,14,0,0,0,5,0,10,4.004555369515117,0
34,0,1,27,0,0,2,0,2,0,7,3.895423870280316,0
212,34,0,12,41,1,1,1,8,1,30,5.410224480457681,1
61,0,1,40,14,0,1,0,2,0,8,4.18451592944778,0
67,0,1,21,39,0,0,0,3,0,9,4.2331041165700904,1
77,5,1,14,10,1,1,0,4,0,15,4.662591170919943,0
65,0,1,16,42,0,1,0,2,1,12,4.238547245304236,1
62,10,1,34,21,0,0,0,2,0,13,4.712362141682181,1
56,0,0,18,31,0,1,0,1,0,10,4.181719878492295,1
39,6,1,30,1,1,1,0,2,0,7,4.458103180234289,1
41,0,1,18,16,0,0,0,3,0,8,4.07391321234758,0
51,0,1,10,34,0,0,0,2,0,11,4.07470096049377,0
55,0,1,10,38,0,1,0,3,1,11,4.381473923348459,1
64,0,1,21,35,1,1,0,2,0,11,4.508969969293429,0
43,0,1,17,19,0,1,0,3,0,10,4.2374411389168944,1
110,16,1,31,72,0,0,0,4,1,13,4.631944687561796,1
39,3,1,21,11,0,0,0,2,0,7,4.118484911058994,0
21,0,0,14,0,0,0,0,1,0,4,3.6537567082870006,0
59,0,3,31,21,0,0,0,5,0,9,4.056833313550119,1
92,14,1,22,63,0,1,0,2,0,12,4.581876724004677,1
52,2,1,23,22,0,0,0,2,0,8,4.341381363082302,0
169,26,1,21,57,0,1,1,3,2,19,5.416986875645675,1
56,0,1,26,23,0,1,0,2,0,8,4.229130986207537,0
117,19,3,42,20,0,0,0,4,3,18,4.743592319808227,1
28,1,1,19,1,1,0,0,2,0,6,4.280394654123196,0
38,0,2,30,1,0,1,0,3,0,8,4.411758105264182,1
46,0,0,19,20,0,0,0,2,0,8,4.099997967896925,1
89,23,2,22,60,0,0,0,5,0,13,4.565764084447202,1
61,0,1,22,32,0,0,0,3,0,11,4.386261937422482,0
43,0,1,15,20,1,0,0,2,0,8,4.164295859202321,0
67,3,1,17,7,1,0,0,4,0,14,4.440183265539153,0
22,0,0,13,1,1,1,0,1,0,6,3.970573095811684,0
28,0,1,19,1,1,2,0,2,0,8,3.797902689682948,0
64,0,1,19,38,0,0,0,2,0,11,4.3728286642591,0
112,27,0,14,10,0,0,0,2,1,21,4.952170718273127,1
35,4,1,26,1,1,0,0,2,0,6,4.264578373902382,1
57,4,1,12,38,0,2,0,3,0,13,4.257618962553849,0
19,0,1,11,0,1,0,0,2,0,5,3.5766176449086657,1
22,1,1,13,1,1,0,0,2,0,6,3.754441845713344,1
33,3,1,14,11,1,0,0,2,0,6,4.369707376737534,1
342,103,1,16,22,1,8,0,4,1,45,5.249746438712387,1
210,80,0,18,26,1,0,0,2,2,16,4.731387229191194,1
41,3,1,32,1,1,0,0,2,0,6,4.32025139454538,1
117,5,1,37,72,1,8,0,2,0,16,4.514673832510917,0
215,42,2,12,24,0,0,0,4,3,41,5.089407722023115,1
66,0,1,25,34,0,1,0,2,0,11,4.326844930929799,1
41,0,1,22,12,0,0,0,2,0,8,4.013176017331163,1
39,0,1,15,16,1,0,0,2,0,7,4.057855988582063,0
27,0,1,19,1,0,0,0,2,0,6,3.8841550945958057,0
53,0,0,9,10,0,0,1,3,0,11,4.440395342157019,1
178,34,3,26,1,1,8,0,4,0,25,5.255168228567572,1
59,0,1,10,41,0,1,0,3,0,11,4.258530508971985,1
34,0,1,26,1,0,0,0,2,0,6,4.057476076289931,0
71,4,1,24,40,0,1,0,2,0,12,4.2584700077089925,1
47,2,1,19,21,0,0,0,2,0,9,4.312790384090397,0
35,0,1,18,9,1,0,0,2,0,6,3.9357276594930415,0
23,1,1,16,0,0,0,0,2,0,5,4.0559581516151235,0
47,11,0,12,11,0,0,0,3,0,11,4.5967260855360665,1
44,2,1,29,8,0,0,0,3,1,7,4.0666086069294725,1
29,3,1,22,0,0,0,0,2,0,5,3.978333581185265,1
26,0,0,6,12,1,0,0,1,0,6,4.103909910282363,1
31,0,1,14,10,0,0,0,3,0,7,3.993730584231476,1
66,21,0,12,47,0,0,0,2,0,8,4.7640381577824265,1
30,6,1,22,1,0,0,0,2,0,6,3.777747162910945,1
77,17,0,23,47,0,0,0,1,0,7,4.419864470453802,1
58,9,1,14,2,1,0,0,2,0,7,4.929113702352964,1
24,0,1,16,1,0,0,0,2,0,6,3.5424812503605785,0
34,0,1,27,0,0,0,0,2,0,5,4.160704752887783,1
77,4,7,59,11,0,0,0,8,0,14,4.30143050319713,1
44,0,1,35,1,1,0,0,2,0,6,4.027169118440618,0
57,0,1,20,30,0,1,0,4,0,11,4.273348733645773,1
33,0,1,25,0,1,1,0,2,0,6,4.1272831343132905,0
38,6,1,29,1,1,0,0,2,0,6,4.273728829005325,1
26,0,0,18,1,0,1,0,1,0,6,3.6133373140453062,1
38,0,1,29,1,1,0,0,2,0,6,4.133071514059368,0
28,0,1,20,1,0,0,0,2,0,6,3.923251796980337,0
76,4,1,21,47,1,4,0,5,0,13,4.551745073699052,0
37,0,1,23,7,0,0,0,2,0,6,4.229327351940021,0
45,0,1,18,20,0,1,0,2,0,8,4.038873585546249,0
34,5,1,25,1,1,0,0,2,0,6,4.043057694064253,1
64,0,1,14,42,1,3,0,2,0,10,4.140069336880353,0
29,0,1,22,0,0,0,0,2,0,5,3.8404025467025056,0
46,0,1,27,11,1,0,0,2,0,6,4.221946673862943,0
97,23,1,20,70,0,0,0,3,1,12,4.842411172959758,1
66,0,0,30,29,0,7,0,1,0,13,4.151186401168287,0
51,1,0,31,13,0,2,0,1,0,8,4.436747890821421,1
76,13,1,29,39,1,0,0,3,1,19,4.495631093350495,1
80,8,1,15,57,1,0,0,2,0,11,4.6544269646841405,0
47,6,3,38,1,1,2,0,4,0,10,4.187255606858693,1
28,0,0,19,1,1,0,0,1,0,5,4.0836169753972325,0
56,3,1,19,30,0,2,0,2,0,9,4.281892029821523,0
96,8,2,19,70,0,7,0,3,0,19,4.487918361375831,0
61,0,0,17,37,0,3,0,1,0,9,4.201229864015876,0
78,1,1,16,55,0,4,0,3,0,13,4.2340407661309145,0
76,22,0,10,33,0,0,0,1,0,8,5.025639974106993,1
271,84,1,20,78,0,0,0,5,2,25,4.800034989733084,1
33,0,1,24,1,1,1,0,2,0,7,4.043801694853792,1
22,0,1,13,1,1,0,0,2,0,6,3.663532754804254,0
62,0,1,18,37,0,4,0,2,0,11,4.100811384248414,0
25,0,0,13,1,1,1,0,1,0,8,4.213660689688185,1
61,0,0,28,25,1,0,0,1,0,7,4.257815987199213,1
48,0,1,19,21,1,0,0,3,0,8,4.0144608760283615,0
63,0,0,18,38,0,0,1,2,0,12,4.028281314544827,1
79,6,1,11,58,0,0,0,4,0,16,4.757717893905993,1
36,1,1,29,0,0,0,0,2,0,5,4.062305474194334,1
87,9,2,31,48,1,4,0,4,0,14,4.6701962333249565,0
40,10,2,13,10,0,0,1,4,0,12,4.434183719779189,1
19,8,2,11,1,0,0,0,3,0,7,3.2210972500579578,1
218,69,1,12,33,0,1,0,3,2,20,4.7024373947806595,1
127,17,3,50,19,1,1,0,4,3,18,4.810145444146634,1
53,0,1,14,32,0,0,0,2,0,9,4.335949935491173,0
129,25,4,54,20,0,1,0,5,3,20,4.887516431170643,1
42,0,0,10,24,1,2,0,1,0,12,3.7059145317475592,1
66,0,1,20,38,1,0,0,2,0,9,4.153967513744692,0
19,0,0,11,1,0,0,0,1,0,5,3.471354487013929,0
29,0,1,20,1,1,0,0,2,0,6,3.900241770616629,0
68,16,1,22,38,1,0,0,2,0,7,4.654728694702977,1
47,3,2,16,24,0,2,0,3,0,10,4.543742574989831,0
30,0,1,22,1,0,1,0,2,0,7,4.031401845392171,0
64,0,1,12,45,0,2,0,3,0,11,4.428072516654254,0
162,62,1,14,31,0,7,1,4,0,21,4.934089917456201,1
25,0,1,16,1,1,0,0,2,0,6,3.803074189428569,0
33,0,1,25,1,0,0,0,2,0,6,3.8619835130356095,0
23,0,0,16,0,0,1,0,1,0,5,3.8820451081368623,1
44,0,1,28,9,0,0,0,2,0,7,4.146376220664175,1
54,0,1,24,23,0,2,0,2,0,9,4.018027318055676,0
32,4,1,14,10,1,0,0,2,0,7,3.9261085007312415,0
89,1,0,21,36,0,0,0,3,2,15,4.456589015909593,1
49,0,1,15,27,0,0,0,2,0,8,4.063362651645749,0
24,0,0,16,1,0,0,0,1,0,5,3.772055208874201,1
73,24,0,10,34,0,0,0,1,0,8,4.970732525185623,1
43,1,1,24,11,1,0,0,2,0,7,4.350342370830227,1
46,1,0,13,25,1,1,0,1,0,9,4.127065630893371,0
30,0,1,21,1,1,1,0,2,0,7,3.964735178725505,0
41,0,1,32,1,1,0,0,2,0,6,4.006720834246032,0
29,0,1,21,1,0,0,0,2,0,6,3.83127625337525,0
29,0,1,21,1,0,0,0,2,0,6,3.512479270691232,0
74,15,1,15,51,1,3,0,2,0,13,4.61669007018344,0
53,0,2,19,27,0,0,0,3,0,10,4.170461257506891,1
58,5,3,40,11,0,2,0,4,1,10,4.411150875112165,1
56,0,1,18,30,1,2,0,2,0,9,4.126301966925147,0
84,6,1,20,57,0,0,0,3,0,11,4.542349012616867,0
61,9,1,21,15,1,0,0,2,0,11,4.391128370990859,0
20,0,0,7,5,1,0,0,1,0,6,3.6841837197791887,1
70,17,3,49,13,1,2,0,5,0,12,4.541634046805434,1
26,0,0,11,8,0,0,0,1,0,6,3.59448250651942,1
53,2,1,21,25,0,0,0,2,0,9,4.194743455201286,1
100,0,0,19,74,0,4,0,2,0,15,4.275015851058508,1
27,0,0,16,4,0,1,0,1,0,7,3.884155094595805,1
48,0,0,16,25,0,0,0,2,0,8,3.895512835516972,1
23,0,0,12,4,0,0,0,1,0,6,3.708132064658602,1
22,0,0,15,0,0,0,0,1,0,4,3.754441845713344,0
84,0,0,12,65,0,1,0,2,0,15,4.324912554206268,1
40,0,1,14,19,0,1,0,3,0,10,4.097085133395087,0
56,0,1,16,33,0,0,0,2,0,10,4.332294941091036,0
23,0,1,15,1,0,0,0,2,0,6,3.8492239123906256,1
61,0,1,22,32,0,0,0,3,0,10,4.282074632148319,0
51,0,1,22,22,0,1,0,2,0,10,4.225867743720176,1
29,0,1,16,5,1,0,0,2,0,6,4.004364184708142,1
101,5,1,21,1,0,7,0,3,0,20,4.4196805566850434,0
25,0,1,18,0,0,0,0,2,0,5,3.8136606896881857,1
19,0,1,11,0,1,0,0,2,0,5,3.4058222502856905,0
40,4,1,20,13,0,0,0,2,0,7,4.246439344671015,0
66,0,1,29,30,0,1,0,2,0,10,4.166918316354894,0
58,8,1,14,36,1,2,0,2,0,10,4.894630943732275,0
124,19,4,46,20,1,0,0,5,3,19,4.820062118181421,1
60,0,0,15,38,0,0,0,2,0,11,3.961139455871784,1
34,0,2,22,4,1,1,0,3,0,9,4.160704752887782,1
35,4,0,15,13,0,1,0,1,0,8,4.318867931899242,1
39,0,0,20,12,0,0,0,2,0,7,4.028490680178816,1
24,3,1,15,1,1,0,0,2,0,6,3.740601562950723,0
27,0,1,11,8,1,0,0,2,0,7,3.689891668750008,0
49,0,1,31,11,0,1,0,2,0,9,4.408191160875131,1
24,0,0,15,1,1,1,0,1,1,6,4.136842188131012,1
64,0,1,16,41,0,0,0,2,0,11,4.4506481953738835,0
98,47,0,15,76,0,4,0,1,0,18,4.67774581550472,1
43,0,1,20,16,0,0,0,2,0,7,4.065117661376962,0
64,0,1,15,42,0,1,0,2,2,13,4.163702445739504,1
44,4,2,22,14,1,0,0,3,0,8,4.265583322887732,0
52,0,1,24,20,1,0,0,3,1,8,4.166812680413122,1
23,0,1,15,1,0,0,0,2,0,6,3.849223912390625,1
43,4,1,35,1,0,2,0,2,0,8,4.268719696310996,1
35,0,1,26,1,1,0,0,2,0,6,4.207435516759525,1
65,0,1,22,36,0,2,0,3,0,12,4.708766613255314,0
117,6,1,19,90,1,3,0,3,0,20,4.866504332515726,0
52,0,1,22,23,0,2,0,2,0,8,4.250745910732358,0
52,0,1,17,28,0,1,0,2,0,9,4.117003248378835,0
28,0,1,19,1,1,0,0,2,0,6,3.797902689682947,0
60,0,1,18,35,0,0,0,2,0,10,4.385487053689447,0
93,2,1,22,37,0,1,1,5,0,17,4.58473005379406,1
38,0,1,16,14,1,0,0,2,1,8,4.238334671954105,0
111,22,1,24,80,0,1,0,2,1,11,5.452885547245745,1
57,2,1,17,33,0,0,0,3,0,12,4.411947585047355,0
60,0,0,14,39,0,1,0,2,0,10,4.402910079649726,1
49,0,1,16,25,1,0,0,2,0,9,4.187849702056154,0
38,0,1,29,1,1,0,0,2,0,6,4.1287347499440905,0
202,24,1,18,176,1,0,0,2,0,8,5.67379292177076,1
31,0,1,23,1,0,0,0,2,0,6,3.953565664946427,0
85,0,0,16,61,1,6,0,1,0,14,4.281837703049681,0
66,0,2,15,43,1,2,0,4,0,13,4.119432509287224,0
23,0,1,14,1,1,0,0,2,0,6,3.555533151426996,0
29,0,2,13,8,1,0,0,3,0,7,3.8143719431796272,0
77,0,2,29,41,0,0,0,3,1,12,4.149812684486645,1
63,0,1,30,25,1,2,0,3,0,9,4.1395904392012275,0
30,0,2,21,1,1,0,0,3,0,7,3.8062389286533898,1
26,12,2,15,4,0,0,0,3,0,8,3.53641423712223,1
143,6,1,64,1,0,0,0,3,0,17,5.316942030313344,1
82,4,1,18,56,1,4,0,2,0,11,4.398659437751124,0
64,1,3,39,18,0,3,0,5,1,13,4.134373587245975,1
